Trainingstyp;Datum;Disziplin;Schuss;Waffe;Visier;Entf;Anschlag;Resultat;Zeit;10.0;10.5.;10a0;10a5;L;L/250;Abstand;Kommentar
SCATT;06.06.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;9,9;2,9;;;82,0;38,0;386,0;349,0;38,0;Präzision angepasst wg. Fehler in SCATT
SCATT;06.06.2018;Präzision;30;PPQ;Offen;25;Stehend, Beide;9,9;6,3;;;85,0;36,0;247,0;256,0;24,0;Präzision angepasst wg. Fehler in SCATT
SCATT;07.06.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;9,9;2,8;;;63,0;26,0;478,0;445,0;50,0;Präzision angepasst wg. Fehler in SCATT
SCATT;07.06.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;9,9;2,8;;;78,0;36,0;466,0;453,0;40,0;Präzision angepasst wg. Fehler in SCATT
SCATT;08.06.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;9,9;2,9;;;75,0;32,0;428,0;426,0;45,0;Präzision angepasst wg. Fehler in SCATT
SCATT;08.06.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;9,9;2,9;;;79,0;36,0;427,0;433,0;39,0;Präzision angepasst wg. Fehler in SCATT
SCATT;14.06.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,3;2,8;60,0;23,0;74,0;32,0;466,0;460,0;47,0;
SCATT;15.06.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,4;2,9;54,0;18,0;79,0;35,0;443,0;399,0;36,0;
SCATT;15.06.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,0;2,9;45,0;15,0;75,0;36,0;455,0;434,0;45,0;
SCATT;15.06.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,1;2,7;50,0;15,0;76,0;33,0;441,0;398,0;37,0;
SCATT;15.06.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,2;2,9;46,0;12,0;76,0;33,0;432,0;418,0;49,0;
SCATT;15.06.2018;Präzision;30;PPQ;Offen;25;Stehend, Beide;10,4;8,4;66,0;25,0;96,0;57,0;222,0;218,0;13,0;
SCATT;17.06.2018;Präzision;30;PPQ;Offen;25;Stehend, Rechts;9,5;7,5;44,0;12,0;72,0;28,0;309,0;311,0;30,0;
SCATT;17.06.2018;Präzision;10;PPQ;Offen;25;Stehend, Beide;9,5;5,8;42,0;12,0;82,0;36,0;254,0;231,0;26,0;
LIVE;18.06.2018;Präzision;20;PPQ;Offen;25;Stehend, Beide;9,2;;;;;;;;;
LIVE;18.06.2018;Speed;25;PPQ;Offen;25;Stehend, Beide;9,8;;;;;;;;;
LIVE;18.06.2018;Speed;40;Xesse;Offen;25;Stehend, Beide;10,3;;;;;;;;;
LIVE;19.06.2018;Speed;50;Xesse;Offen;25;Stehend, Beide;10,3;;;;;;;;;
SCATT;20.06.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,1;8,0;68,0;21,0;84,0;46,0;144,0;151,0;20,0;
SCATT;20.06.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,8;74,0;30,0;77,0;33,0;333,0;284,0;40,0;
SCATT;20.06.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,2;2,8;69,0;30,0;75,0;31,0;363,0;294,0;34,0;Waffe vorn anfassen und Arm nach innen drehen scheint zu stabilisieren.
SCATT;21.06.2018;Präzision;30;Ruger;RedDot;25;Stehend, links;10,0;8,4;62,0;21,0;81,0;41,0;145,0;137,0;25,0;
SCATT;21.06.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,0;9,0;74,0;27,0;87,0;43,0;131,0;141,0;22,0;
SCATT;21.06.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,8;70,0;29,0;75,0;29,0;351,0;296,0;42,0;
SCATT;24.06.2018;Präzision;30;Triarii;Offen;25;Stehend, Rechts;8,8;8,7;15,0;3,0;91,0;53,0;122,0;114,0;17,0;
LIVE;25.06.2018;Präzision;50;PPQ;Offen;25;Stehend, Beide;9,4;;;;;;;;;
LIVE;25.06.2018;Speed;25;PPQ;Offen;25;Stehend, Beide;10,1;;;;;;;;;
LIVE;26.06.2018;Präzision;60;PPQ;Offen;25;Stehend, Beide;9,4;;;;;;;;;
SCATT;30.06.2018;Präzision;30;Xesse;Offen;25;Stehend, links;8,9;6,6;17,0;3,0;41,0;12,0;421,0;422,0;33,0;
SCATT;30.06.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,5;6,2;25,0;8,0;72,0;30,0;305,0;307,0;29,0;
SCATT;30.06.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,8;41,0;13,0;61,0;23,0;543,0;472,0;60,0;
SCATT;30.06.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,8;46,0;15,0;62,0;21,0;554,0;445,0;40,0;
SCATT;30.06.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;9,7;2,7;48,0;17,0;69,0;29,0;484,0;445,0;56,0;
SCATT;01.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,9;4,9;51,0;19,0;86,0;40,0;262,0;270,0;21,0;
SCATT;01.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;9,3;2,8;39,0;12,0;60,0;20,0;556,0;492,0;57,0;
LIVE;02.07.2018;Präzision;40;PPQ;Offen;25;Stehend, Beide;9,1;;;;;;;;;
LIVE;02.07.2018;Speed;60;Ruger;Offen;25;Stehend, Rechts;10,4;;;;;;;;;
LIVE;02.07.2018;Speed;85;Xesse;Offen;25;Stehend, Beide;10,1;;;;;;;;;
LIVE;03.07.2018;Fallscheibe;20;Xesse;Offen;25;Stehend, Beide;9,9;1,7;;;;;;;;
LIVE;03.07.2018;Speed;20;Xesse;Offen;25;Stehend, Beide;10,1;2,5;;;;;;;;
LIVE;03.07.2018;Präzision;20;Xesse;Offen;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;03.07.2018;Präzision;20;Xesse;Offen;25;Stehend, Rechts;9,5;;;;;;;;;
LIVE;03.07.2018;Präzision;20;Xesse;Offen;25;Stehend, links;8,8;;;;;;;;;
SCATT;04.07.2018;Präzision;20;Xesse;Offen;25;Stehend, Beide;9,6;5,0;46,0;15,0;86,0;42,0;239,0;234,0;20,0;
SCATT;04.07.2018;Speed;20;Xesse;Offen;25;Stehend, Beide;9,4;2,9;38,0;13,0;62,0;21,0;484,0;395,0;56,0;
SCATT;04.07.2018;Speed;20;Xesse;Offen;25;Stehend, Beide;9,8;2,7;40,0;11,0;66,0;28,0;474,0;417,0;48,0;
SCATT;04.07.2018;Speed;20;Xesse;Offen;25;Stehend, Beide;9,8;2,7;42,0;12,0;73,0;33,0;467,0;376,0;44,0;
LIVE;08.07.2018;Präzision;45;Xesse;Offen;25;Stehend, Beide;10,1;;;;;;;;;
SCATT;09.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;8,9;5,5;21,0;6,0;72,0;27,0;329,0;350,0;33,0;
SCATT;09.07.2018;Präzision;5;Xesse;Offen;25;Stehend, links;8,6;6,3;16,0;4,0;50,0;14,0;374,0;355,0;44,0;
SCATT;09.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,8;6,3;56,0;16,0;88,0;40,0;240,0;247,0;22,0;
SCATT;09.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;9,9;2,8;37,0;10,0;65,0;22,0;477,0;382,0;48,0;
SCATT;09.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,0;2,7;47,0;18,0;61,0;20,0;484,0;374,0;49,0;
LIVE;10.07.2018;Präzision;100;Xesse;Offen;25;Stehend, Beide;9,9;;;;;;;;;
LIVE;10.07.2018;Präzision;15;PPQ;Offen;25;Stehend, Beide;9,7;;;;;;;;;
SCATT;11.07.2018;Präzision;30;Xesse;Offen;25;Stehend, links;8,5;5,5;12,0;3,0;41,0;13,0;407,0;386,0;33,0;
SCATT;11.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,5;46,0;15,0;68,0;31,0;491,0;388,0;44,0;
SCATT;11.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,1;2,5;45,0;15,0;55,0;19,0;499,0;419,0;57,0;
SCATT;11.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,8;5,9;41,0;12,0;91,0;44,0;232,0;237,0;20,0;
SCATT;12.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,4;6,5;32,0;8,0;71,0;28,0;310,0;298,0;34,0;
SCATT;12.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,6;6,8;45,0;13,0;95,0;54,0;216,0;211,0;17,0;
SCATT;12.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;9,8;2,7;45,0;14,0;75,0;30,0;463,0;372,0;44,0;
LIVE;14.07.2018;Präzision;20;Xesse;Offen;25;Stehend, Beide;9,9;;;;;;;;;40 Jahre BDS Hückelhoven
SCATT;15.07.2018;Präzision;30;Ruger;RedDot;25;Stehend, links;9,9;8,4;47,0;13,0;85,0;40,0;150,0;144,0;22,0;
SCATT;15.07.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,1;8,0;62,0;19,0;92,0;52,0;123,0;122,0;17,0;
SCATT;15.07.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,2;2,7;63,0;21,0;70,0;32,0;372,0;290,0;38,0;
SCATT;15.07.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,2;2,7;68,0;28,0;79,0;37,0;350,0;279,0;39,0;
SCATT;15.07.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,8;70,0;31,0;76,0;36,0;309,0;254,0;37,0;
LIVE;16.07.2018;Speed;100;Ruger;RedDot;25;Stehend, Rechts;10,4;;;;;;;;;
LIVE;16.07.2018;Speed;100;Xesse;Offen;25;Stehend, Beide;10,3;;;;;;;;;
LIVE;16.07.2018;Präzision;15;PPQ;Offen;25;Stehend, Beide;9,0;;;;;;;;;
LIVE;16.07.2018;Präzision;15;PPQ;Offen;20;Stehend, Beide;9,9;;;;;;;;;
LIVE;16.07.2018;Präzision;15;Xesse;Offen;20;Stehend, Beide;10,3;;;;;;;;;
LIVE;16.07.2018;Präzision;15;Xesse;Offen;25;Stehend, Beide;9,8;;;;;;;;;
LIVE;16.07.2018;Präzision;15;Ruger;RedDot;25;Stehend, Rechts;10,0;;;;;;;;;
SCATT;18.07.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,6;72,0;31,0;82,0;36,0;325,0;279,0;35,0;
SCATT;18.07.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,6;75,0;34,0;80,0;37,0;341,0;296,0;29,0;
SCATT;18.07.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,2;2,8;75,0;34,0;82,0;35,0;351,0;279,0;43,0;
SCATT;18.07.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,8;74,0;28,0;79,0;32,0;360,0;314,0;30,0;
SCATT;18.07.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,8;77,0;32,0;85,0;40,0;330,0;270,0;23,0;
SCATT;20.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,0;2,7;52,0;16,0;69,0;27,0;477,0;402,0;53,0;
SCATT;20.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,3;2,7;55,0;16,0;74,0;31,0;466,0;434,0;46,0;
SCATT;22.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,8;59,0;21,0;86,0;41,0;435,0;443,0;38,0;
SCATT;22.07.2018;Präzision;15;Xesse;Offen;25;Stehend, Beide;9,8;6,4;60,0;20,0;95,0;50,0;232,0;235,0;17,0;
LIVE;24.07.2018;Speed;35;Xesse;Offen;25;Stehend, Beide;10,2;;;;;;;;;7,5“ pro Serie
LIVE;24.07.2018;Speed;35;Xesse;Offen;25;Stehend, Beide;10,4;;;;;;;;;10“ pro Serie
LIVE;24.07.2018;Präzision;15;PPQ;Offen;25;Stehend, Beide;9,5;;;;;;;;;
SCATT;28.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,9;7,1;40,0;12,0;70,0;25,0;335,0;337,0;27,0;
SCATT;28.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,6;7,5;33,0;8,0;88,0;45,0;238,0;241,0;18,0;
SCATT;28.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,9;63,0;25,0;84,0;42,0;459,0;471,0;36,0;
SCATT;28.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,9;54,0;19,0;82,0;40,0;424,0;389,0;35,0;
SCATT;28.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,7;68,0;25,0;87,0;43,0;430,0;432,0;35,0;
SCATT;28.07.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,7;61,0;21,0;78,0;34,0;464,0;462,0;46,0;
SCATT;30.07.2018;Präzision;10;Xesse;Offen;25;Stehend, Beide;10,0;;;;;;;;;
SCATT;30.07.2018;Präzision;30;PPQ;Offen;25;Stehend, Beide;9,8;;;;;;;;;
SCATT;30.07.2018;Präzision;30;Xesse;Offen;25;Stehend, links;8,3;6,3;16,0;5,0;47,0;13,0;402,0;422,0;38,0;
SCATT;30.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,8;5,5;39,0;11,0;71,0;26,0;334,0;352,0;25,0;
LIVE;31.07.2018;Präzision;20;Xesse;Offen;25;Stehend, Beide;9,9;;;;;;;;;
LIVE;31.07.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,1;;;;;;;;;
LIVE;31.07.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,2;;;;;;;;;
SCATT;01.08.2018;Präzision;30;Xesse;Offen;25;Stehend, links;8,8;5,9;18,0;4,0;43,0;13,0;400,0;400,0;42,0;
SCATT;01.08.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,5;6,4;37,0;8,0;71,0;26,0;323,0;311,0;29,0;
SCATT;01.08.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,0;6,7;61,0;22,0;88,0;49,0;236,0;241,0;19,0;
SCATT;02.08.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,9;6,7;63,0;21,0;91,0;48,0;233,0;245,0;19,0;
SCATT;02.08.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,8;7,5;63,0;20,0;90,0;52,0;228,0;229,0;20,0;
SCATT;02.08.2018;Speed;20;Xesse;Offen;25;Stehend, Beide;10,3;2,8;62,0;25,0;82,0;34,0;430,0;394,0;36,0;
SCATT;04.08.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,2;2,7;55,0;15,0;78,0;34,0;447,0;398,0;33,0;
SCATT;04.08.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,0;2,7;43,0;9,0;89,0;48,0;404,0;365,0;34,0;
SCATT;04.08.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,4;3,2;64,0;27,0;86,0;50,0;388,0;329,0;38,0;
SCATT;04.08.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,2;2,7;67,0;25,0;82,0;36,0;427,0;365,0;45,0;
SCATT;05.08.2018;Präzision;30;PPQ;Offen;25;Stehend, Beide;9,8;6,7;38,0;14,0;85,0;39,0;236,0;235,0;20,0;
SCATT;05.08.2018;Präzision;20;PPQ;Offen;25;Stehend, Beide;9,6;6,6;37,0;7,0;87,0;43,0;251,0;248,0;20,0;
SCATT;05.08.2018;Präzision;20;PPQ;Offen;25;Stehend, Rechts;8,7;5,5;14,0;2,0;48,0;14,0;386,0;390,0;36,0;
SCATT;05.08.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,2;2,8;63,0;23,0;77,0;38,0;429,0;394,0;36,0;
LIVE;06.08.2018;Präzision;40;Xesse;Offen;25;Stehend, Beide;10,1;;;;;;;;;
LIVE;06.08.2018;Speed;40;Xesse;Offen;25;Stehend, Beide;10,2;;;;;;;;;
SCATT;09.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,3;2,7;71,0;29,0;78,0;38,0;471,0;421,0;45,0;
SCATT;09.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,3;2,7;67,0;24,0;75,0;38,0;472,0;398,0;36,0;
SCATT;09.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,2;2,8;67,0;28,0;83,0;40,0;452,0;433,0;38,0;
SCATT;10.08.2018;Präzision;30;Xesse;RedDot;25;Stehend, Beide;10,3;6,4;70,0;25,0;84,0;39,0;275,0;264,0;20,0;
SCATT;10.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,2;2,9;63,0;21,0;82,0;39,0;450,0;475,0;42,0;
SCATT;10.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,3;2,8;62,0;26,0;79,0;39,0;469,0;434,0;37,0;
SCATT;10.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,3;2,7;66,0;26,0;78,0;34,0;456,0;417,0;39,0;
SCATT;19.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,3;2,8;64,0;24,0;76,0;40,0;527,0;499,0;42,0;
SCATT;19.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,2;2,7;67,0;26,0;73,0;35,0;496,0;422,0;42,0;
SCATT;19.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,2;2,7;64,0;25,0;73,0;31,0;528,0;520,0;49,0;
SCATT;19.08.2018;Speed;30;Xesse;RedDot;25;Stehend, Beide;10,2;2,8;68,0;28,0;84,0;38,0;515,0;501,0;39,0;
SCATT;19.08.2018;Präzision;30;Xesse;RedDot;25;Stehend, Rechts;9,3;6,4;26,0;7,0;65,0;22,0;384,0;357,0;32,0;
SCATT;19.08.2018;Präzision;30;Xesse;RedDot;25;Stehend, Beide;10,1;7,1;72,0;27,0;91,0;44,0;280,0;291,0;20,0;
LIVE;20.08.2018;Präzision;25;Xesse;RedDot;25;Stehend, Beide;10,1;;;;;;;;;
SCATT;23.08.2018;Präzision;30;Xesse;Offen;25;Stehend, links;8,7;6,2;14,0;3,0;52,0;16,0;366,0;360,0;31,0;
SCATT;23.08.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,7;7,3;44,0;14,0;75,0;31,0;296,0;306,0;24,0;
SCATT;23.08.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,3;2,8;64,0;20,0;87,0;45,0;451,0;454,0;38,0;
SCATT;24.08.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,0;2,7;60,0;23,0;73,0;30,0;537,0;494,0;50,0;
SCATT;24.08.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,8;65,0;21,0;84,0;37,0;473,0;451,0;36,0;
SCATT;24.08.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,1;8,0;65,0;25,0;89,0;44,0;290,0;293,0;15,0;
SCATT;24.08.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,3;2,8;67,0;22,0;86,0;42,0;461,0;501,0;36,0;
SCATT;25.08.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,6;59,0;18,0;73,0;31,0;562,0;514,0;44,0;
SCATT;25.08.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,8;6,8;41,0;12,0;69,0;24,0;306,0;319,0;30,0;
SCATT;25.08.2018;Präzision;30;Xesse;Offen;25;Stehend, links;9,5;6,5;28,0;8,0;47,0;14,0;382,0;390,0;37,0;
SCATT;25.08.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,0;2,6;61,0;23,0;76,0;34,0;480,0;408,0;43,0;
SCATT;26.08.2018;Präzision;15;Ruger;RedDot;25;Stehend, Rechts;10,1;8,2;69,0;24,0;87,0;44,0;159,0;142,0;19,0;
SCATT;26.08.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,7;70,0;26,0;74,0;32,0;362,0;311,0;33,0;
SCATT;26.08.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,8;75,0;31,0;84,0;32,0;325,0;298,0;33,0;
SCATT;26.08.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,2;2,8;68,0;24,0;81,0;34,0;331,0;297,0;38,0;
SCATT;27.08.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,2;30,0;7,0;89,0;45,0;238,0;240,0;21,0;
LIVE;28.08.2018;Speed;30;PPQ;Offen;25;Stehend, Beide;10,2;;;;;;;;;
LIVE;28.08.2018;Speed;5;Xesse;RedDot;25;Stehend, Beide;10,7;;;;;;;;;
LIVE;28.08.2018;Präzision;20;Xesse;Offen;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;28.08.2018;Präzision;20;Xesse;RedDot;25;Stehend, Beide;10,0;;;;;;;;;
SCATT;29.08.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,0;6,4;23,0;4,0;65,0;23,0;357,0;348,0;31,0;
SCATT;29.08.2018;Speed;30;HPS;Offen;25;Stehend, Beide;8,9;2,6;28,0;7,0;68,0;26,0;511,0;413,0;51,0;
SCATT;29.08.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,6;40,0;13,0;68,0;29,0;499,0;360,0;48,0;
SCATT;29.08.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,2;2,7;31,0;6,0;73,0;32,0;515,0;370,0;47,0;
SCATT;30.08.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,2;6,2;25,0;7,0;71,0;25,0;290,0;295,0;28,0;
SCATT;30.08.2018;Präzision;20;HPS;Offen;25;Stehend, Beide;8,8;7,6;24,0;5,0;90,0;48,0;219,0;217,0;16,0;
SCATT;31.08.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,3;34,0;8,0;64,0;24,0;537,0;402,0;49,0;
SCATT;31.08.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,5;31,0;10,0;70,0;29,0;494,0;397,0;45,0;
SCATT;05.09.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,1;6,4;18,0;3,0;62,0;20,0;347,0;365,0;30,0;
SCATT;05.09.2018;Präzision;30;HPS;Offen;25;Stehend, links;8,4;5,9;14,0;3,0;41,0;11,0;417,0;420,0;41,0;Lösung für Abstand: Abzug vor der Kuppe berühren. 
SCATT;05.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,0;2,7;35,0;8,0;71,0;26,0;479,0;398,0;40,0;Lösung für Abstand: Waffe schnell hochheben -> bringt mehr Zeit für Zielen
SCATT;05.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,7;45,0;10,0;76,0;32,0;453,0;385,0;43,0;Lösung für Abstand: Waffe schnell hochheben -> bringt mehr Zeit für Zielen
SCATT;06.09.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,2;5,4;20,0;2,0;63,0;22,0;324,0;314,0;26,0;Lösung für Abstand: Abzug vor der Kuppe berühren. 
SCATT;06.09.2018;Präzision;30;HPS;Offen;25;Stehend, links;9,2;6,2;20,0;4,0;51,0;17,0;396,0;403,0;37,0;
SCATT;06.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,6;43,0;11,0;75,0;36,0;476,0;412,0;38,0;
SCATT;06.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,0;2,6;47,0;13,0;79,0;38,0;458,0;394,0;45,0;
SCATT;09.09.2018;Präzision;15;Ruger;RedDot;25;Stehend, Rechts;10,2;7,7;59,0;17,0;90,0;44,0;142,0;130,0;18,0;
SCATT;09.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,8;69,0;32,0;73,0;32,0;281,0;202,0;40,0;
LIVE;10.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;;;;;;;;;
SCATT;10.09.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;9,8;8,4;61,0;18,0;94,0;52,0;127,0;134,0;19,0;
SCATT;10.09.2018;Präzision;30;Ruger;RedDot;25;Stehend, links;9,8;7,8;51,0;12,0;86,0;39,0;147,0;128,0;18,0;
SCATT;10.09.2018;Präzision;15;Ruger;RedDot;25;Kniend, Rechts;9,6;5,5;38,0;10,0;65,0;22,0;219,0;195,0;27,0;boa ist das anstrengend
SCATT;12.09.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,1;7,3;71,0;27,0;93,0;55,0;125,0;134,0;22,0;
SCATT;12.09.2018;Präzision;30;Ruger;RedDot;25;Stehend, links;9,7;7,3;47,0;13,0;81,0;34,0;153,0;157,0;25,0;
SCATT;12.09.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,0;8,7;61,0;24,0;96,0;58,0;123,0;137,0;19,0;
SCATT;12.09.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,7;72,0;30,0;80,0;37,0;324,0;253,0;43,0;
SCATT;13.09.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,5;6,9;35,0;9,0;85,0;37,0;271,0;273,0;19,0;Nachhalten führt zu eine Vergingerung von Abstand!
SCATT;13.09.2018;Präzision;30;Xesse;Offen;25;Kniend, Beidhändig;9,4;6,2;28,0;7,0;78,0;34,0;314,0;333,0;27,0;
SCATT;13.09.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;9,9;2,5;45,0;15,0;73,0;29,0;548,0;424,0;41,0;
SCATT;13.09.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,1;2,6;54,0;15,0;81,0;36,0;477,0;437,0;41,0;
SCATT;14.09.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;9,7;2,7;51,0;15,0;80,0;41,0;435,0;373,0;33,0;
SCATT;14.09.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,1;2,8;58,0;16,0;86,0;41,0;426,0;377,0;29,0;Rekord bei Abstand. Nachhalten und Korn nach dem Schuss beobachten!
SCATT;14.09.2018;Präzision;30;Xesse;Offen;25;Kniend, Beidhändig;9,8;5,5;44,0;13,0;83,0;35,0;276,0;273,0;20,0;
SCATT;15.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,6;30,0;7,0;79,0;35,0;468,0;373,0;37,0;
SCATT;15.09.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,3;4,7;25,0;6,0;67,0;26,0;320,0;313,0;30,0;
SCATT;15.09.2018;Speed;5;HPS;Offen;25;Stehend, Beide;10,3;2,7;49,0;12,0;80,0;45,0;394,0;317,0;40,0;
SCATT;15.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,6;52,0;16,0;78,0;37,0;437,0;323,0;36,0;
SCATT;15.09.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,4;2,6;47,0;13,0;82,0;41,0;467,0;368,0;44,0;
SCATT;16.09.2018;Präzision;30;HPS;Offen;25;Stehend, links;8,4;5,0;12,0;3,0;37,0;10,0;418,0;426,0;44,0;
LIVE;17.09.2018;Speed;14;HPS;Offen;25;Stehend, Beide;10,4;;;;;;;;;
LIVE;17.09.2018;Speed;123;HPS;Offen;25;Stehend, Beide;10,1;;;;;;;;;
SCATT;18.09.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;9,5;7,4;43,0;11,0;64,0;24,0;220,0;200,0;30,0;ab sofort mit Gewicht!
