Trainingstyp;Datum;Disziplin;Schuss;Waffe;Visier;Entf;Anschlag;Resultat;Zeit;10.0;10.5.;10a0;10a5;L;L/250;Abstand;Kommentar
SCATT;22.11.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,3;9,1;83,0;40,0;93,0;57,0;124,0;116,0;15,0;Schuss muss mit Ausatmen beendet sein. Das plus Ansagen = Perfektion.
SCATT;22.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,8;73,0;28,0;81,0;28,0;324,0;273,0;44,0;
DRY;23.11.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;;;;;;;;;;
SCATT;24.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,6;6,0;36,0;9,0;67,0;25,0;371,0;373,0;26,0;Schuss muss mit Ausatmen beendet sein. Das plus Ansagen = Perfektion.
SCATT;24.11.2018;Präzision;30;HPS;Offen;25;Stehend, links;9,3;4,3;21,0;4,0;42,0;13,0;455,0;439,0;42,0;
SCATT;24.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;5,9;40,0;12,0;85,0;40,0;294,0;285,0;18,0;Ohne Augenklappe vielleicht besser (gleichmäßiger) - Haltepunkt war bei jeder Gruppe woanders. Der Stand ist falsch!
SCATT;24.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,6;51,0;16,0;77,0;32,0;479,0;426,0;41,0;ohne Augenklappe geschossen
SCATT;24.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,7;52,0;15,0;85,0;43,0;457,0;471,0;40,0;mit Augenklappe geschossen
SCATT;25.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;8,8;53,0;13,0;88,0;44,0;265,0;266,0;15,0;mit Augenklappe geschossen
SCATT;25.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,8;63,0;20,0;79,0;29,0;449,0;451,0;42,0;mit Augenklappe geschossen
DRY;25.11.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;;;;;;;;;;
SCATT;26.11.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,4;10,8;84,0;40,0;97,0;60,0;129,0;130,0;13,0;Waffe kurz vor Mag abstützen und Ellenbogen auf Rippen.
SCATT;26.11.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;10,2;8,1;78,0;36,0;84,0;44,0;175,0;161,0;19,0;Neue Technik - Ergebnis durch wenige Ausreißer verursacht - aber eigentlich perfekt
SCATT;26.11.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,8;70,0;30,0;79,0;32,0;338,0;294,0;44,0;Neue Technik
SCATT;27.11.2018;Präzision;30;Xesse;Offen;25;Stehend, Rechts;9,5;6,6;44,0;13,0;74,0;28,0;333,0;339,0;28,0;andere Brille. Verschiebung Haltepunkt bei KW liegt an Position der Füsse.
SCATT;27.11.2018;Präzision;30;Xesse;Offen;25;Stehend, links;9,4;6,6;29,0;8,0;47,0;14,0;433,0;420,0;34,0;andere Brille. Verschiebung Haltepunkt bei KW liegt an Position der Füsse.
SCATT;27.11.2018;Präzision;30;Xesse;Offen;25;Kniend, Beidhändig;9,8;5,2;51,0;15,0;72,0;31,0;340,0;331,0;26,0;andere Brille. 
SCATT;27.11.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,3;2,8;61,0;19,0;81,0;37,0;485,0;485,0;36,0;andere Brille. 
SCATT;27.11.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,1;2,8;59,0;20,0;79,0;32,0;505,0;500,0;43,0;andere Brille. 
SCATT;27.11.2018;Speed;30;Xesse;Offen;25;Stehend, Beide;10,3;2,6;67,0;25,0;80,0;35,0;464,0;476,0;38,0;Schiessbrille. Fester zupacken! Die Waffe wird dann ruhiger!
SCATT;28.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,4;5,9;31,0;7,0;68,0;25,0;366,0;400,0;28,0;andere Brille. 
SCATT;28.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;6,9;51,0;15,0;90,0;42,0;269,0;272,0;18,0;andere Brille. 
SCATT;28.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;10,1;7,6;67,0;26,0;90,0;46,0;280,0;299,0;17,0;Schiessbrille 
SCATT;28.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,8;66,0;22,0;91,0;46,0;458,0;468,0;33,0;Schiessbrille. Fester zupacken! Die Waffe wird dann ruhiger!
SCATT;29.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,5;6,7;31,0;7,0;52,0;14,0;438,0;430,0;30,0;Schiessbrille 
SCATT;29.11.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,8;68,0;26,0;82,0;46,0;492,0;469,0;36,0;Schiessbrille 
SCATT;30.11.2018;Präzision;30;HPS;Offen;25;Kniend, Beidhändig;9,5;6,0;37,0;9,0;77,0;32,0;341,0;361,0;23,0;sehr wackelig heute
SCATT;30.11.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;5,9;50,0;15,0;83,0;37,0;313,0;326,0;20,0;Schiessbrille 
SCATT;30.11.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,4;5,9;29,0;7,0;68,0;25,0;392,0;409,0;26,0;Schiessbrille 
SCATT;30.11.2018;Präzision;30;HPS;Offen;25;Stehend, links;9,2;6,1;21,0;5,0;43,0;10,0;430,0;458,0;46,0;Schiessbrille 
SCATT;02.12.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,4;5,3;30,0;8,0;61,0;21,0;398,0;413,0;30,0;Schiessbrille 
LIVE;04.12.2018;IPSC;200;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;04.12.2018;Speed;200;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;04.12.2018;Speed;200;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;05.12.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,4;7,0;35,0;9,0;67,0;23,0;358,0;356,0;25,0;Fehlschüsse ausschließlich durch Zielfehler/Haltefehler verursacht. Abzugsfehler Schüsse nach rechts
SCATT;05.12.2018;Präzision;30;HPS;Offen;25;Stehend, links;9,0;6,1;21,0;4,0;40,0;12,0;457,0;436,0;37,0;
SCATT;05.12.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;6,3;53,0;18,0;79,0;34,0;301,0;309,0;22,0;
SCATT;05.12.2018;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,8;62,0;22,0;79,0;36,0;475,0;512,0;50,0;Abzugsfehler. In den letzten 0.2“ vor dem Schuss im Schnitt einen Ring verloren. :(
SCATT;06.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,0;7,8;52,0;17,0;87,0;44,0;274,0;299,0;20,0;
SCATT;06.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, Rechts;9,4;7,7;41,0;11,0;65,0;25,0;405,0;417,0;32,0;Abzugsprobleme, Abzug an PPQ ist schwierig.
SCATT;06.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;6,6;54,0;17,0;91,0;48,0;246,0;254,0;18,0;
SCATT;06.12.2018;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,2;2,8;82,0;34,0;94,0;55,0;376,0;404,0;32,0;
LIVE;07.12.2018;Speed;50;HPS;Offen;25;Stehend, Beide;10,1;;;;;;;;;Magnumpokal Speed
LIVE;07.12.2018;Speed;50;Xesse;Offen;25;Stehend, Beide;9,9;;;;;;;;;Magnumpokal Speed
SCATT;07.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,2;7,8;72,0;26,0;93,0;47,0;257,0;262,0;16,0;Schiessbrille Beidäugig Fokus auf Scheibe
SCATT;07.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,2;7,3;70,0;24,0;91,0;49,0;260,0;261,0;20,0;Schiessbrille Einäugig Fokus auf Scheibe, minimal schlechteres Ergebnis aufgrund Erschöpfung
SCATT;07.12.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,2;9,3;80,0;34,0;93,0;50,0;147,0;142,0;20,0;
SCATT;07.12.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;10,2;6,1;56,0;19,0;84,0;44,0;170,0;149,0;18,0;
SCATT;07.12.2018;Präzision;5;Ruger;RedDot;25;Stehend, Rechts;10,2;9,3;59,0;20,0;79,0;38,0;169,0;129,0;21,0;
SCATT;08.12.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,2;11,4;76,0;30,0;90,0;46,0;156,0;162,0;17,0;
LIVE;09.12.2018;Präzision;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;Visier einschiessen
LIVE;09.12.2018;Präzision;50;Ruger;RedDot;50;Stehend, Rechts;;;;;;;;;;
LIVE;09.12.2018;Präzision;50;Ruger;RedDot;25;Kniend, Rechts;;;;;;;;;;
LIVE;09.12.2018;Präzision;50;Ruger;RedDot;50;Stehend, Rechts;10,1;;;;;;;;;
SCATT;09.12.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,1;2,8;63,0;23,0;68,0;25,0;412,0;362,0;41,0;
SCATT;09.12.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,2;2,8;70,0;27,0;74,0;29,0;395,0;335,0;33,0;
SCATT;09.12.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,4;2,8;70,0;32,0;75,0;29,0;351,0;278,0;38,0;
SCATT;09.12.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,3;10,6;89,0;35,0;96,0;53,0;140,0;152,0;17,0;Abzug ruhig und gleichmäßig durchziehen, egal wie das Zielbild im Augenblick ist
SCATT;10.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, Rechts;9,7;7,4;53,0;19,0;73,0;28,0;353,0;352,0;27,0;
SCATT;10.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, links;9,2;6,4;32,0;10,0;48,0;13,0;443,0;446,0;41,0;Starke Schwankungen, weil der Zeigefinger den PPQ-Abzug nicht gewöhnt ist.
SCATT;10.12.2018;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,2;2,8;79,0;32,0;91,0;51,0;383,0;414,0;31,0;
SCATT;10.12.2018;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,3;2,6;77,0;30,0;90,0;47,0;430,0;466,0;30,0;Abzugsprobleme. Besserer Abzug könnte das Ergebnis auf 10.5 bringen. Es fehlt Ansagen und Nachhalten.
SCATT;10.12.2018;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,3;2,6;76,0;27,0;91,0;44,0;413,0;417,0;32,0;
LIVE;11.12.2018;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;11.12.2018;Speed;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;11.12.2018;Speed;200;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;11.12.2018;Präzision;30;F12;RedDot;25;Stehend, Rechts;9,8;5,5;52,0;13,0;80,0;32,0;185,0;181,0;24,0;
SCATT;12.12.2018;Präzision;15;F12;RedDot;25;Stehend, Rechts;10,2;9,0;71,0;28,0;82,0;37,0;197,0;173,0;21,0;
SCATT;12.12.2018;Präzision;30;F12;RedDot;25;Stehend, Rechts;10,1;7,1;74,0;29,0;87,0;43,0;177,0;170,0;21,0;Das hohe Gewicht ist ein Problem
SCATT;12.12.2018;Präzision;30;F12;RedDot;25;Kniend, Rechts;10,2;5,5;66,0;24,0;88,0;45,0;175,0;154,0;18,0;
SCATT;12.12.2018;Speed;30;F12;RedDot;25;Stehend, Rechts;10,2;2,8;63,0;22,0;80,0;35,0;317,0;297,0;38,0;
SCATT;12.12.2018;Speed;30;F12;RedDot;25;Stehend, Rechts;10,2;2,7;69,0;24,0;80,0;30,0;326,0;276,0;41,0;
SCATT;13.12.2018;Präzision;30;F12;RedDot;25;Stehend, Rechts;10,2;7,2;80,0;35,0;91,0;53,0;166,0;148,0;19,0;
SCATT;13.12.2018;Präzision;30;F12;RedDot;25;Kniend, Rechts;10,1;6,1;67,0;23,0;90,0;55,0;153,0;144,0;20,0;
SCATT;13.12.2018;Speed;30;F12;RedDot;25;Stehend, Rechts;10,2;2,9;66,0;25,0;85,0;37,0;293,0;254,0;36,0;
SCATT;13.12.2018;Präzision;30;F12;RedDot;25;Stehend, Rechts;10,2;8,3;76,0;29,0;96,0;57,0;128,0;129,0;19,0;
SCATT;14.12.2018;Präzision;30;F12;RedDot;25;Kniend, Rechts;10,1;8,3;72,0;33,0;88,0;54,0;147,0;139,0;20,0;
SCATT;14.12.2018;Präzision;30;F12;RedDot;25;Stehend, Rechts;10,1;9,4;80,0;32,0;97,0;67,0;112,0;113,0;17,0;
SCATT;14.12.2018;Speed;30;F12;RedDot;25;Stehend, Rechts;10,3;2,8;73,0;30,0;87,0;37,0;294,0;241,0;32,0;
SCATT;16.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, Rechts;9,9;7,2;57,0;20,0;72,0;29,0;362,0;370,0;26,0;
SCATT;16.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, links;9,3;6,5;35,0;8,0;50,0;15,0;413,0;452,0;35,0;
SCATT;16.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;7,5;67,0;26,0;94,0;52,0;235,0;250,0;17,0;
SCATT;16.12.2018;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,3;7,9;76,0;30,0;91,0;48,0;262,0;279,0;18,0;
SCATT;17.12.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;7,6;48,0;16,0;84,0;38,0;296,0;299,0;22,0;
SCATT;17.12.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,5;4,3;32,0;8,0;58,0;20,0;419,0;442,0;29,0;
LIVE;17.12.2018;IPSC;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;17.12.2018;IPSC;25;F12;RedDot;25;Stehend, Rechts;;;;;;;;;;
LIVE;18.12.2018;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;18.12.2018;Präzision;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;18.12.2018;Präzision;30;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;19.12.2018;Präzision;30;Ruger;RedDot;25;Kniend, Rechts;10,2;12,4;80,0;36,0;84,0;44,0;174,0;156,0;19,0;
SCATT;19.12.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,2;12,4;89,0;40,0;97,0;60,0;123,0;126,0;16,0;
SCATT;19.12.2018;Präzision;30;Ruger;RedDot;25;Stehend, Rechts;10,3;9,5;82,0;36,0;94,0;51,0;146,0;158,0;18,0;
SCATT;19.12.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,3;2,8;73,0;29,0;77,0;36,0;374,0;304,0;34,0;
SCATT;19.12.2018;Speed;30;Ruger;RedDot;25;Stehend, Rechts;10,2;2,8;73,0;29,0;81,0;36,0;357,0;291,0;32,0;
SCATT;20.12.2018;Präzision;30;HPS;Offen;25;Kniend, Beidhändig;9,4;4,6;35,0;9,0;69,0;24,0;370,0;375,0;29,0;Kniend Anschlag braucht mehr Aufmerksamkeit!
SCATT;20.12.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,4;5,1;29,0;7,0;56,0;18,0;445,0;456,0;32,0;
SCATT;20.12.2018;Präzision;30;HPS;Offen;25;Stehend, links;9,3;5,7;28,0;7,0;45,0;14,0;456,0;455,0;33,0;
SCATT;20.12.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,7;60,0;21,0;84,0;39,0;476,0;496,0;43,0;
SCATT;20.12.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,6;62,0;22,0;74,0;32,0;480,0;438,0;43,0;Abzug ist das größte Problem bei Speed
SCATT;20.12.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,7;65,0;24,0;85,0;40,0;472,0;500,0;40,0;
SCATT;21.12.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;8,1;47,0;12,0;88,0;44,0;251,0;267,0;21,0;
SCATT;21.12.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;7,0;61,0;21,0;87,0;45,0;265,0;293,0;25,0;Fokus hälfte zwischen Korn und Scheibe geht besser als Korn-Fokus
SCATT;21.12.2018;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,9;69,0;23,0;87,0;41,0;453,0;456,0;39,0;
SCATT;21.12.2018;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,2;5,6;34,0;10,0;55,0;17,0;420,0;427,0;31,0;Abzugsprobleme, 2/3 aller Schüsse gehen nach links weg = 1/2 Ring Verlust pro Schuss!
SCATT;21.12.2018;Präzision;30;HPS;Offen;25;Stehend, links;9,2;6,6;20,0;5,0;46,0;13,0;440,0;400,0;36,0;Abzugsprobleme, 2/3 aller Schüsse gehen nach links weg, obwohl andere Hand.
SCATT;21.12.2018;Präzision;30;HPS;Offen;25;Stehend, Beide;9,7;8,7;43,0;11,0;89,0;46,0;262,0;266,0;21,0;
SCATT;22.12.2018;Präzision;30;F12;RedDot;25;Stehend, Rechts;10,1;9,4;77,0;29,0;97,0;59,0;118,0;119,0;18,0;
SCATT;22.12.2018;Präzision;30;F12;RedDot;25;Stehend, Rechts;10,2;10,5;80,0;31,0;97,0;57,0;113,0;106,0;16,0;
SCATT;23.12.2018;Präzision;30;F12;RedDot;25;Stehend, Rechts;10,0;9,7;65,0;23,0;91,0;42,0;135,0;125,0;18,0;
SCATT;23.12.2018;Speed;20;F12;RedDot;25;Stehend, Rechts;10,3;2,9;71,0;29,0;85,0;39,0;274,0;219,0;37,0;
SCATT;05.01.2019;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,4;5,8;37,0;10,0;57,0;19,0;491,0;493,0;32,0;
SCATT;05.01.2019;Präzision;30;HPS;Offen;25;Stehend, links;9,0;6,2;15,0;3,0;42,0;1,0;521,0;473,0;41,0;
LIVE;07.01.2019;Präzision;75;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;07.01.2019;Präzision;75;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;08.01.2019;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;08.01.2019;Präzision;40;PPQ;RedDot;25;Stehend, Beide;9,4;;;;;;;;;
LIVE;08.01.2019;Präzision;15;PPQ;RedDot;25;Stehend, Beide;9,3;;;;;;;;;
LIVE;08.01.2019;Präzision;15;PPQ;RedDot;25;Stehend, Beide;9,2;;;;;;;;;
LIVE;08.01.2019;Präzision;15;HPS;Offen;25;Stehend, Beide;9,7;;;;;;;;;
LIVE;08.01.2019;Präzision;15;HPS;Offen;25;Stehend, Beide;9,6;;;;;;;;;
LIVE;08.01.2019;Präzision;15;HPS;Offen;25;Stehend, Beide;9,2;;;;;;;;;
SCATT;09.12.2018;Präzision;15;Ruger;RedDot;25;Stehend, Rechts;10,2;13,3;74,0;31,0;88,0;42,0;151,0;135,0;20,0;
LIVE;11.01.2019;Speed;50;HPS;Offen;20;Stehend, Beide;;;;;;;;;;MD Magnum Pokal
LIVE;11.01.2019;Speed;50;PPQ;RedDot;20;Stehend, Beide;;;;;;;;;;MD Magnum Pokal
LIVE;12.01.2019;Präzision;120;HPS;Offen;25;Stehend, Beide;9,7;;;;;;;;;
LIVE;12.01.2019;Präzision;75;F12;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;12.01.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;;;;;;;;;
LIVE;13.01.2019;Speed;60;Ruger;RedDot;25;Stehend, Beide;10,5;;;;;;;;;
LIVE;13.01.2019;Speed;40;Ruger;RedDot;20;Stehend, Beide;;;;;;;;;;
LIVE;13.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,6;;;;;;;;;
LIVE;13.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;13.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;13.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,5;;;;;;;;;
LIVE;13.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;;;;;;;;;
LIVE;19.01.2019;Präzision;50;F12;Offen;25;Stehend, Beide;;;;;;;;;;BM Hückelhoven 2019, Mehrdistanz
LIVE;19.01.2019;Präzision;50;Ruger;Offen;25;Stehend, Beide;;;;;;;;;;BM Hückelhoven 2019, Mehrdistanz
LIVE;19.01.2019;Speed;30;F12;Offen;25;Stehend, Beide;9,8;;;;;;;;;BM Hückelhoven 2019, Speed
LIVE;19.01.2019;Speed;50;Ruger;Offen;25;Stehend, Beide;10,2;;;;;;;;;BM Hückelhoven 2019, Speed
SCATT;20.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,1;7,2;57,0;18,0;87,0;41,0;300,0;310,0;19,0;
SCATT;20.01.2019;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,5;5,9;34,0;9,0;57,0;20,0;458,0;434,0;27,0;
SCATT;21.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,5;7,4;43,0;13,0;87,0;39,0;279,0;297,0;23,0;
SCATT;21.01.2019;Präzision;30;HPS;Offen;25;Stehend, links;9,2;5,4;25,0;5,0;41,0;12,0;478,0;473,0;35,0;
SCATT;21.01.2019;Präzision;30;HPS;Offen;25;Stehend, Rechts;9,6;4,6;43,0;11,0;60,0;21,0;399,0;386,0;30,0;
LIVE;22.01.2019;IPSC;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;22.01.2019;IPSC;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
SCATT;22.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,7;57,0;19,0;81,0;38,0;306,0;320,0;23,0;
SCATT;22.01.2019;Speed;30;HPS;Offen;25;Stehend, Rechts;9,9;2,9;37,0;10,0;49,0;14,0;720,0;682,0;49,0;Stehend Rechts, alles was mindestens 10 auf der DSB-Scheibe, ist wäre auf 10m ein Treffer in der 10.
SCATT;22.01.2019;Speed;30;HPS;Offen;25;Stehend, Beide;9,9;2,8;54,0;17,0;82,0;39,0;465,0;484,0;48,0;
SCATT;23.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,7;7,5;49,0;16,0;87,0;42,0;263,0;267,0;22,0;auf leere Scheibe
SCATT;23.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;8,5;58,0;21,0;86,0;38,0;267,0;281,0;19,0;Schusshand locker halten!
SCATT;24.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,2;53,0;18,0;79,0;34,0;319,0;322,0;24,0;Schusshand locker und dann zügig abziehen.
SCATT;25.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,6;50,0;13,0;78,0;33,0;335,0;351,0;24,0;
SCATT;25.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,0;52,0;16,0;80,0;37,0;324,0;327,0;21,0;
SCATT;26.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,8;8,4;54,0;15,0;82,0;36,0;310,0;305,0;22,0;
SCATT;26.01.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,9;71,0;25,0;87,0;43,0;496,0;519,0;42,0;
SCATT;26.01.2019;Speed;30;HPS;Offen;25;Stehend, Rechts;9,8;3,1;40,0;10,0;63,0;21,0;654,0;627,0;43,0;
SCATT;26.01.2019;Speed;30;HPS;Offen;25;Stehend, links;9,0;3,0;15,0;3,0;29,0;6,0;836,0;772,0;76,0;
SCATT;26.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;7,9;61,0;20,0;84,0;40,0;326,0;348,0;20,0;
SCATT;27.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;7,8;52,0;18,0;81,0;35,0;323,0;352,0;18,0;
SCATT;27.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,1;7,6;57,0;19,0;80,0;32,0;332,0;369,0;17,0;
SCATT;28.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;8,8;63,0;22,0;83,0;36,0;312,0;315,0;21,0;
SCATT;28.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;7,5;47,0;12,0;86,0;40,0;287,0;298,0;20,0;leere Scheibe
SCATT;28.01.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,9;50,0;13,0;85,0;38,0;460,0;405,0;40,0;leere Scheibe
SCATT;28.01.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,8;51,0;15,0;84,0;40,0;477,0;487,0;41,0;
LIVE;29.01.2019;IPSC;150;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;29.01.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;29.01.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;9,8;;;;;;;;;Mun-Test mit HAP-Geschossen
LIVE;29.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;;;;;;;;;Mun-Test mit HAP-Geschossen
LIVE;29.01.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,7;;;;;;;;;Mun-Test mit MagTech-Geschossen
SCATT;30.01.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;8,0;72,0;24,0;89,0;44,0;276,0;294,0;18,0;
SCATT;30.01.2019;Speed;30;PPQ;RedDot;25;Stehend, Rechts;10,2;2,8;57,0;17,0;76,0;28,0;651,0;743,0;43,0;
SCATT;30.01.2019;Speed;30;PPQ;RedDot;25;Stehend, links;9,4;2,7;26,0;7,0;36,0;10,0;930,0;1068,0;83,0;den Punkt überhaupt zu finden war ein Problem!
SCATT;30.01.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,2;2,7;75,0;31,0;86,0;44,0;442,0;426,0;32,0;
SCATT;31.01.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;8,1;72,0;31,0;91,0;46,0;237,0;240,0;19,0;
SCATT;31.01.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;7,9;75,0;33,0;92,0;48,0;226,0;218,0;18,0;
SCATT;31.01.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,4;2,7;74,0;34,0;86,0;45,0;411,0;401,0;36,0;
SCATT;31.01.2019;Speed;15;PPQ;RedDot;25;Stehend, Rechts;10,3;2,9;56,0;20,0;65,0;22,0;658,0;693,0;48,0;
SCATT;01.02.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,0;7,3;70,0;25,0;94,0;55,0;221,0;226,0;17,0;
SCATT;01.02.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,5;2,7;90,0;47,0;94,0;55,0;343,0;349,0;26,0;
LIVE;02.02.2019;Präzision;15;HPS;Offen;10;Stehend, Beide;;;;;;;;;;Präzisionstraining Aixpoint
LIVE;02.02.2019;Präzision;15;Xesse;Offen;10;Stehend, Beide;;;;;;;;;;Präzisionstraining Aixpoint
SCATT;03.02.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,0;6,9;59,0;20,0;88,0;42,0;243,0;241,0;19,0;
